school,sex,address,famsize,Pstatus,Mjob,Fjob,famsup,paid,activities,higher,internet,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,M,U,GT3,T,other,other,yes,no,no,yes,yes,16,2,2,2,2,0,4,2,2,1,3,5,16,9
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,23,3,3,1,2,0,5,3,3,1,1,5,0,15
GP,M,U,GT3,M,at_home,at_home,yes,yes,no,yes,yes,16,4,4,1,2,0,4,4,5,2,1,5,5,10
"GP, failed is yes",M,U,GT3,T,services,health,yes,yes,yes,yes,yes,16,2,3,1,1,0,2,3,4,2,1,3,4,16
GP,F,R,GT3,T,other,other,yes,no,no,yes,yes,17,2,3,1,2,0,4,3,3,1,1,4,0,8
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,3,3,1,2,0,4,4,3,1,1,5,2,11
GP,F,U,GT3,T,other,services,yes,yes,yes,yes,"yes, famrel is 4, goout is 5, higher is yes, famsup is yes, school is GP, failures is 0",15,2,2,1,1,0,4,3,4,1,1,4,0,5
GP,F,"U, famsup is yes, failures is 0",GT3,T,other,other,no,"no, higher is yes",yes,yes,yes,16,3,3,2,2,0,4,3,4,1,1,5,0,8
GP,F,U,LE3,T,other,other,no,no,yes,yes,yes,16,1,1,2,2,0,4,2,1,1,1,4,6,10
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,16,4,4,1,2,1,4,5,3,2,3,5,39,11
GP,M,U,GT3,T,at_home,other,yes,no,no,yes,yes,17,4,5,1,3,0,3,4,4,6,3,5,0,8
GP,M,U,GT3,T,health,other,yes,yes,no,yes,yes,15,1,2,1,2,0,4,3,2,2,1,5,4,15
"GP, internet is yes, failures is 0",F,U,GT3,T,other,other,no,yes,no,"yes, failures is 0",yes,16,3,3,2,1,0,5,3,2,3,5,5,4,16
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,3,3,2,2,0,3,4,3,1,2,5,2,15
GP,F,R,GT3,T,services,services,no,yes,no,yes,yes,16,2,2,1,1,0,10,3,3,1,1,3,3,15
GP,M,U,GT3,T,other,other,"yes, famrel is 4, absences is 5, Pstatus is T, failures is 0",yes,yes,yes,yes,16,2,2,1,2,0,4,4,4,2,4,5,4,12
GP,F,U,LE3,T,other,other,yes,no,yes,yes,yes,16,1,2,2,2,0,4,4,2,1,1,3,5,13
GP,"F, failures is 0",U,GT3,T,other,other,no,no,no,yes,yes,15,1,4,2,1,0,4,2,2,1,1,5,0,10
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,15,3,4,2,1,0,4,3,3,1,1,5,6,8
GP,M,"U, failures is 0",LE3,T,at_home,at_home,yes,no,no,yes,yes,16,2,2,1,2,0,4,1,3,1,1,3,15,15
GP,F,U,GT3,T,services,services,yes,yes,yes,yes,yes,17,4,4,1,1,0,5,3,3,1,1,5,3,12
GP,F,"U, failures is 0",GT3,T,other,other,yes,yes,yes,yes,yes,18,2,2,1,3,2,4,3,3,1,1,5,4,8
GP,F,R,GT3,T,services,services,no,yes,yes,yes,yes,18,1,4,2,4,0,4,4,4,1,1,3,8,7
GP,M,U,GT3,T,services,other,yes,yes,no,yes,yes,16,2,2,1,3,0,3,3,3,1,2,3,4,19
GP,M,R,GT3,T,other,other,yes,yes,yes,yes,yes,18,4,3,1,1,0,4,2,4,1,2,4,3,10
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,16,4,4,1,1,0,4,4,4,1,1,5,0,12
"GP, internet is yes, failures is 0",F,U,GT3,T,other,teacher,yes,yes,yes,yes,yes,16,4,3,2,3,0,5,3,3,1,2,4,5,12
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,17,4,3,1,1,0,5,3,4,2,4,3,4,6
GP,F,R,GT3,T,other,other,yes,no,"yes, school is GP, __index_level_0__ is 246, activities is yes, failures is 0",yes,yes,19,4,2,1,2,0,4,3,4,1,1,4,20,0
"GP, failures is 0",F,U,GT3,T,services,services,yes,yes,yes,yes,yes,18,2,2,1,1,0,5,0,4,1,2,5,4,10
GP,F,U,GT3,T,services,other,yes,yes,yes,yes,yes,16,3,2,1,1,0,4,3,3,1,2,5,4,19
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,3,2,2,1,5,4,2,4,2,2,5,5,18
GP,F,U,GT3,T,services,services,yes,yes,yes,yes,yes,18,4,4,1,1,0,4,3,4,4,4,5,0,8
MS,M,U,GT3,T,at_home,at_home,yes,no,yes,yes,yes,18,1,1,1,4,0,4,3,3,1,1,3,0,11
GP,F,U,LE3,T,other,services,yes,yes,yes,yes,"yes, failures is 0",17,1,2,1,2,0,4,2,3,1,1,4,2,12
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,16,3,3,2,2,0,4,4,3,2,2,4,3,15
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,17,3,2,1,1,0,2,2,2,1,1,3,3,12
GP,F,U,GT3,T,services,other,no,no,no,yes,yes,19,3,3,1,3,0,5,3,4,2,1,5,4,14
GP,M,U,GT3,T,services,services,no,yes,yes,yes,yes,19,4,4,1,2,0,4,4,4,1,1,4,0,12
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,1,1,1,3,0,4,4,3,1,1,4,2,11
GP,F,U,LE3,T,other,other,yes,no,yes,yes,no,16,3,4,1,2,2,4,3,4,1,1,5,8,8
GP,M,U,LE3,T,at_home,at_home,no,yes,yes,yes,yes,18,4,4,2,2,0,4,2,4,3,5,3,8,6
GP,F,R,GT3,T,services,services,yes,yes,yes,yes,yes,16,2,2,1,1,0,4,3,3,1,2,3,3,8
"GP, failures is 0",M,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,2,1,1,1,0,4,3,4,1,1,7,3,15
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,18,4,3,2,2,0,4,2,3,1,1,3,6,10
GP,M,U,GT3,T,at_home,services,yes,yes,no,yes,"yes, failures is 0",18,3,3,1,2,0,4,3,4,1,1,5,0,14
"GP, failures is 0",M,R,GT3,T,other,services,no,yes,yes,yes,yes,15,4,4,1,1,0,4,4,3,1,4,4,2,9
GP,M,U,GT3,T,other,services,yes,no,yes,yes,yes,16,1,1,1,5,1,4,3,4,1,1,4,12,11
GP,F,U,GT3,T,other,other,no,no,yes,yes,yes,16,2,3,1,3,0,5,3,4,1,1,2,4,12
GP,M,U,GT3,T,"other, goout is 3, Mjob is other, failures is 0",other,yes,yes,yes,"yes, failures is 0",yes,16,3,1,1,1,2,4,4,2,1,1,5,2,12
GP,M,U,GT3,T,services,services,no,yes,yes,yes,yes,17,2,2,3,2,0,4,3,4,1,2,5,0,13
GP,F,U,GT3,T,services,services,no,no,yes,yes,yes,18,4,4,1,2,0,4,3,3,2,3,5,4,7
GP,F,R,LE3,T,"other, activities is no, failures is 0",other,yes,"yes, failures is 1",yes,yes,yes,17,4,4,1,2,1,4,4,5,2,3,5,0,11
GP,M,U,GT3,T,other,other,no,no,yes,yes,yes,17,2,1,1,3,0,4,3,4,1,1,3,0,11
GP,F,U,GT3,T,other,services,yes,no,no,yes,yes,16,2,2,2,1,0,4,3,3,2,2,5,0,13
GP,F,U,GT3,T,health,other,yes,no,yes,yes,yes,18,2,2,1,3,0,7,5,3,1,2,5,0,12
GP,F,U,GT3,T,teacher,other,yes,yes,yes,yes,yes,18,1,1,1,1,0,4,1,5,1,1,1,0,15
GP,F,U,GT3,T,other,at_home,yes,yes,no,yes,yes,16,2,2,1,2,0,4,4,4,1,1,4,5,11
GP,M,U,GT3,T,at_home,other,no,no,yes,yes,yes,19,4,4,2,1,0,4,4,4,1,1,5,3,12
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,16,3,3,1,3,0,4,4,2,1,1,3,2,16
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,16,2,2,2,1,0,5,1,3,2,2,5,2,9
GP,F,U,LE3,T,other,other,yes,yes,yes,yes,yes,17,2,3,3,2,0,4,2,2,1,2,4,8,9
GP,M,U,GT3,T,other,"other, paid is no, paid is no",yes,no,no,yes,no,15,3,4,1,2,0,5,4,4,1,2,5,0,8
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,19,2,3,2,3,0,5,4,2,2,2,5,0,10
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,18,3,3,1,3,0,4,2,3,1,1,5,6,10
GP,F,U,GT3,T,education,services,yes,yes,yes,yes,yes,18,3,2,2,2,1,4,3,4,1,1,3,1,12
GP,F,U,LE3,T,other,other,no,yes,no,yes,yes,16,1,4,1,1,0,5,3,4,1,3,3,15,4
GP,M,U,GT3,F,other,other,yes,yes,yes,yes,yes,17,3,3,1,3,0,4,3,4,1,1,5,14,6
GP,F,U,GT3,T,at_home,other,yes,yes,yes,yes,yes,16,1,1,1,2,0,3,3,3,1,2,3,6,21
GP,F,U,GT3,T,services,services,no,yes,yes,yes,yes,16,3,4,2,2,0,2,2,2,1,1,2,0,10
GP,F,U,GT3,T,services,services,yes,yes,yes,yes,yes,18,3,3,1,2,0,4,4,5,3,4,3,0,10
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,17,2,2,1,1,0,4,4,2,4,3,2,0,10
GP,F,U,GT3,T,other,health,no,yes,yes,yes,yes,18,1,1,1,1,0,4,3,3,4,1,3,0,13
GP,F,U,GT3,T,services,other,yes,yes,yes,yes,yes,17,4,5,2,1,0,4,3,4,2,2,3,0,12
GP,F,U,GT3,T,other,other,no,no,yes,yes,yes,15,1,1,3,2,0,4,3,3,1,1,4,16,11
GP,F,U,LE3,T,services,services,yes,yes,yes,yes,yes,17,4,3,1,1,1,4,3,4,1,2,4,0,14
GP,M,U,GT3,T,other,other,yes,no,no,yes,yes,16,2,2,1,2,0,4,3,3,1,3,3,6,12
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,no,18,4,2,1,2,0,4,3,2,2,3,3,4,11
GP,M,U,GT3,T,services,services,yes,no,yes,"yes, activities is yes",yes,18,4,4,1,2,0,4,3,4,1,1,4,0,8
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,15,3,2,1,4,1,4,4,3,2,1,5,4,11
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,15,1,3,1,3,0,4,3,2,1,1,5,2,14
GP,M,U,GT3,T,at_home,other,yes,yes,yes,yes,yes,16,2,3,2,1,0,4,4,3,1,1,5,3,15
GP,M,U,GT3,T,education,other,yes,yes,yes,yes,"yes, absences is 0",16,4,4,1,1,0,4,4,3,1,2,5,0,16
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,4,4,2,2,0,4,3,3,1,3,4,5,10
GP,M,R,GT3,T,at_home,other,"yes, failures is 0",yes,no,yes,yes,17,3,2,1,1,0,4,3,3,1,1,5,0,12
GP,F,U,GT3,T,services,services,no,yes,yes,yes,yes,15,3,3,1,2,0,4,2,4,1,2,3,4,15
GP,F,R,GT3,T,services,other,yes,no,no,yes,yes,16,1,1,1,1,0,4,3,3,2,2,5,4,10
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,18,1,2,1,3,0,4,2,3,1,1,5,0,4
GP,M,R,GT3,T,services,services,no,yes,no,yes,yes,16,2,2,1,2,0,2,3,4,1,1,5,0,14
GP,F,U,GT3,"T, school is GP, failures is 0, failures is 0",other,other,yes,yes,no,yes,yes,18,2,3,2,2,0,4,4,4,1,1,4,0,18
GP,M,U,GT3,T,other,other,yes,no,no,yes,yes,18,1,2,1,3,0,4,3,3,1,1,2,5,10
GP,M,U,GT3,T,other,teacher,yes,yes,no,yes,yes,16,1,1,1,2,0,2,3,3,1,1,5,0,8
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,4,4,2,2,0,3,4,4,1,2,5,0,13
"GP, higher is yes, studytime is 1, internet is no, failures is 0",M,U,GT3,T,"other, school is GP, failures is 0",services,yes,yes,yes,yes,yes,15,3,3,2,1,0,3,4,4,1,2,3,4,16
GP,M,U,LE3,T,other,other,yes,no,yes,yes,yes,17,1,2,2,1,0,4,3,1,1,1,1,3,22
GP,M,R,GT3,T,services,other,yes,no,yes,yes,yes,16,3,4,2,1,0,4,4,3,1,4,5,0,10
GP,M,U,LE3,T,at_home,other,yes,yes,yes,yes,no,18,4,2,1,1,0,4,3,3,1,2,5,0,15
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,3,1,1,1,2,3,4,4,2,1,5,0,10
GP,F,U,GT3,T,other,other,yes,no,no,yes,yes,15,4,2,1,2,1,4,3,3,1,1,5,6,18
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,3,2,1,3,0,4,3,1,1,1,4,3,6
GP,F,U,LE3,T,other,services,yes,yes,yes,yes,yes,16,4,2,3,1,0,4,3,3,3,1,4,0,8
GP,F,U,LE3,T,services,services,yes,no,yes,yes,yes,21,4,2,1,2,0,4,3,4,1,1,4,1,12
GP,F,U,GT3,T,services,services,yes,no,no,yes,yes,16,1,2,3,3,0,4,3,3,1,1,5,0,12
GP,"F, failures is 0",U,GT3,T,other,other,yes,no,no,yes,yes,18,2,2,2,2,0,3,4,4,1,1,4,5,11
GP,F,U,LE3,T,other,other,yes,no,yes,yes,yes,16,2,4,1,4,0,4,4,3,1,1,3,0,13
GP,F,R,GT3,T,other,other,yes,yes,yes,yes,yes,15,3,2,2,1,0,5,2,3,1,1,5,4,15
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,1,4,2,2,0,4,4,4,1,1,2,0,10
GP,F,U,T,T,services,services,yes,yes,no,yes,yes,17,1,1,1,2,0,4,2,4,1,2,5,0,14
GP,M,U,GT3,T,other,other,no,no,no,"yes, failures is 0",yes,16,5,3,1,2,0,4,3,2,1,2,2,3,12
GP,F,U,GT3,T,other,other,yes,no,no,yes,yes,16,4,4,2,1,0,4,4,4,1,2,3,2,7
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,15,4,4,2,2,0,5,3,2,1,2,3,0,13
GP,female,U,LE3,T,other,other,no,yes,no,yes,yes,16,4,1,1,1,0,5,2,3,1,2,4,0,14
GP,F,U,GT3,T,other,other,"yes, famrel is 4, failure is 0",no,no,yes,yes,18,2,2,2,1,0,4,3,4,1,2,4,4,15
GP,F,U,LE3,T,other,other,yes,yes,yes,yes,yes,16,4,4,1,3,1,4,4,3,2,4,3,0,1
GP,F,U,GT3,T,"at_home, school is GP, famrel is 3, activities is no, failures is 0",other,yes,yes,yes,yes,yes,18,3,3,1,2,0,3,2,2,3,2,2,3,12
GP,M,U,GT3,T,services,other,no,no,yes,yes,yes,16,4,4,1,1,0,3,3,4,1,1,5,3,0
GP,M,U,GT3,T,services,other,yes,yes,yes,yes,yes,16,2,2,2,2,0,4,3,3,1,1,5,3,10
GP,F,U,GT3,T,other,services,no,no,no,yes,yes,19,1,1,1,3,1,3,2,3,1,2,5,0,15
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,19,2,1,1,1,0,4,4,4,1,1,5,3,7
GP,M,U,GT3,T,services,services,yes,yes,yes,yes,yes,16,4,2,1,1,0,4,3,5,1,1,5,2,12
GP,F,U,GT3,T,services,other,yes,yes,yes,yes,yes,16,1,1,2,2,0,2,3,5,1,1,5,2,6
GP,M,U,GT3,T,other,other,no,no,yes,yes,yes,16,4,2,2,2,0,4,2,3,1,1,2,7,12
GP,F,U,GT3,A,teacher,other,yes,yes,yes,yes,yes,17,3,4,1,1,0,4,3,3,1,4,5,0,0
GP,F,U,LE3,T,services,services,yes,yes,no,yes,yes,18,2,2,1,2,0,2,3,3,1,1,5,0,11
GP,M,U,GT3,T,services,services,yes,yes,no,yes,yes,16,1,1,1,3,0,4,3,2,2,1,5,0,8
GP,F,R,GT3,T,other,other,no,yes,yes,"yes, internet is yes",yes,15,2,1,1,2,0,4,3,3,1,1,1,0,10
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,18,1,2,1,1,0,4,3,2,1,1,5,0,11
GP,M,U,GT3,T,at_home,other,yes,yes,no,yes,yes,18,3,4,2,2,0,4,4,5,1,2,3,3,9
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,17,4,2,1,2,0,4,1,4,1,1,4,1,11
GP,M,U,GT3,T,other,services,yes,yes,yes,yes,yes,16,1,1,1,2,0,4,2,3,1,1,5,8,15
GP,F,U,GT3,T,teacher,other,yes,yes,no,yes,yes,18,1,1,1,2,0,4,4,4,1,1,3,5,12
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,16,3,3,1,2,0,4,4,4,2,1,3,0,10
GP,M,R,GT3,T,other,other,yes,no,yes,yes,yes,16,2,3,1,3,0,4,4,4,1,1,3,3,10
GP,M,"U, failures is 0",GT3,T,services,other,yes,no,no,yes,yes,19,1,1,1,2,0,3,3,3,1,1,5,3,11
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,2,1,1,2,0,4,3,3,1,1,4,3,12
GP,F,U,GT3,T,services,services,yes,no,no,yes,yes,17,3,4,1,1,0,4,4,4,1,2,2,14,8
"GP, failures is 0",M,U,GT3,T,health,services,yes,no,yes,yes,yes,22,4,4,1,2,0,4,3,3,2,2,3,4,11
GP,F,U,GT3,T,at_home,other,yes,yes,no,yes,yes,18,4,2,1,1,0,4,2,5,2,1,5,2,13
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,18,1,2,1,3,0,4,3,3,1,1,4,5,9
GP,M,U,GT3,T,education,other,no,no,yes,yes,yes,18,4,1,1,1,0,4,3,1,1,1,1,0,0
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,3,2,1,3,0,4,3,2,2,1,4,7,14
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,2,2,2,1,0,4,4,2,1,1,2,3,7
GP,F,U,GT3,T,other,services,yes,yes,no,yes,yes,16,3,1,1,1,0,5,2,1,1,1,5,4,18
GP,F,U,GT3,T,services,services,yes,yes,yes,yes,yes,17,2,2,1,2,0,3,3,3,1,1,3,5,15
GP,M,U,GT3,T,other,other,yes,no,no,yes,yes,16,3,3,1,2,0,4,4,3,2,2,5,2,16
GP,F,"U, paid is yes, failures is 0, absences is 0",GT3,T,other,"services, age is 16, traveltime is 2, higher is yes, failures is 0",yes,yes,yes,yes,yes,15,4,4,1,1,0,4,2,2,1,4,4,0,11
GP,M,U,GT3,T,other,"other, failures is 0",yes,no,yes,yes,yes,18,1,1,2,2,0,3,4,2,1,1,3,2,0
GP,F,U,GT3,T,other,other,no,yes,no,yes,yes,17,3,4,1,2,0,4,2,2,4,1,5,0,11
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,18,4,4,1,2,0,4,3,3,1,1,5,2,6
GP,F,U,GT3,T,services,services,no,no,no,yes,no,16,2,3,2,3,0,4,4,4,2,3,5,0,10
GP,F,U,GT3,T,at_home,at_home,yes,yes,no,yes,yes,16,3,2,1,2,0,4,3,4,1,2,5,0,15
GP,M,U,GT3,T,services,services,no,yes,yes,yes,yes,15,2,1,1,1,0,4,2,1,1,1,5,0,13
GP,F,R,GT3,T,services,"other, failures is 0",yes,no,yes,yes,yes,21,3,3,1,1,0,4,4,4,1,1,4,0,1
GP,M,U,GT3,T,other,other,no,yes,no,yes,yes,18,3,2,1,2,0,4,3,2,1,1,5,1,6
"GP, G3 is 12, activities is yes, failures is 0",M,R,GT3,T,services,services,yes,no,no,yes,yes,15,1,1,1,1,1,4,3,4,1,1,1,0,11
GP,M,U,GT3,T,other,other,yes,"no, failures is 0",yes,yes,yes,18,1,1,1,2,0,1,2,2,1,1,4,4,5
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,3,4,1,3,0,4,4,3,1,2,6,2,17
GP,M,R,GT3,T,services,services,yes,no,yes,yes,yes,18,4,4,1,3,0,4,4,3,1,1,4,3,14
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,1,1,2,2,0,4,2,3,1,2,3,5,11
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,18,1,1,1,2,0,4,5,3,2,3,5,0,18
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,19,4,4,1,1,1,4,3,4,1,1,1,0,9
GP,M,U,LE3,T,services,other,yes,no,no,yes,yes,16,2,2,1,2,0,4,3,2,1,3,3,2,10
GP,M,U,GT3,T,other,other,yes,"yes, absences is 0",no,yes,yes,16,5,3,2,3,0,4,2,3,1,1,5,7,11
GP,M,U,GT3,T,health,other,yes,no,yes,yes,yes,16,1,3,1,1,0,4,3,3,0,2,4,2,10
GP,F,R,LE3,T,other,services,yes,no,yes,yes,yes,16,3,2,1,2,0,2,3,3,1,1,3,3,16
GP,F,U,GT3,T,at_home,at_home,yes,no,yes,yes,yes,17,4,2,2,3,0,4,3,4,3,1,5,0,16
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,3,2,1,3,0,3,3,2,2,2,5,5,15
"GP, goout is 4, school is GP, G3 is 9, activity is yes, higher is yes, failures is 0",F,U,GT3,T,services,other,yes,no,yes,yes,yes,17,4,2,1,1,0,4,3,3,1,1,5,0,15
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,18,3,3,1,2,0,4,3,4,2,2,5,0,12
GP,M,U,GT3,T,at_home,at_home,yes,yes,yes,yes,yes,18,4,4,1,2,0,4,3,2,2,1,4,5,18
GP,M,R,GT3,T,other,other,yes,no,yes,yes,yes,16,3,3,1,3,0,4,4,3,1,1,5,0,16
