school,sex,address,famsize,Pstatus,Mjob,Fjob,famsup,paid,activities,higher,internet,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,M,U,LE3,T,services,other,yes,yes,no,yes,yes,18,3,3,3,2,0,5,4,2,1,1,4,0,9
GP,M,U,GT3,T,at_home,other,yes,no,no,yes,yes,15,2,2,1,1,0,3,3,4,1,1,5,0,11
GP,F,U,GT3,T,services,services,yes,no,no,yes,yes,17,2,1,1,1,0,4,5,2,1,3,1,5,12
GP,M,U,GT3,T,other,other,yes,no,no,yes,yes,18,3,2,1,1,0,4,2,2,1,1,5,0,11
GP,M,U,LE3,T,services,other,yes,no,no,yes,yes,15,3,2,2,2,0,5,3,5,1,1,5,4,10
GP,M,U,GT3,T,services,other,yes,no,yes,yes,yes,18,4,3,1,3,0,4,3,2,1,1,5,0,14
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,3,2,1,1,0,4,3,2,4,4,4,12,10
GP,M,U,GT3,T,other,other,yes,no,no,no,yes,18,2,2,1,2,0,4,3,3,1,1,1,9,7
GP,M,U,GT3,T,services,services,yes,no,yes,yes,yes,17,2,2,1,1,0,4,2,2,2,1,4,32,13
GP,M,R,LE3,T,at_home,other,no,no,no,yes,yes,16,3,4,1,2,0,5,4,3,1,1,5,9,13
GP,F,R,LE3,T,services,services,yes,yes,no,yes,yes,18,2,2,1,2,0,4,4,3,1,1,5,0,12
GP,M,U,LE3,T,other,other,no,yes,yes,yes,yes,18,5,2,1,1,0,4,3,2,1,3,2,4,8
GP,F,"U, traveltime is 1",LE3,T,services,services,yes,no,yes,yes,yes,17,1,1,2,1,0,4,5,2,1,2,3,2,13
GP,F,U,GT3,T,other,services,yes,no,no,yes,yes,15,4,3,1,1,0,4,4,2,1,4,4,0,14
GP,M,U,GT3,T,teacher,other,no,no,yes,yes,yes,16,3,3,1,2,2,3,3,3,1,1,2,3,15
GP,M,U,GT3,T,teacher,other,yes,yes,no,yes,yes,16,3,2,1,2,0,4,4,2,2,5,5,1,11
GP,M,U,LE3,T,other,other,no,no,no,yes,yes,17,2,3,1,1,0,5,2,2,1,1,4,12,10
GP,F,U,GT3,T,other,other,no,no,no,yes,yes,18,4,4,1,1,1,5,3,3,3,2,5,0,10
GP,M,U,GT3,T,services,services,yes,no,no,yes,yes,17,2,1,1,1,0,4,2,4,1,2,4,6,12
GP,F,R,GT3,T,services,services,no,no,no,yes,yes,15,2,1,1,1,0,5,3,2,1,1,5,3,9
GP,M,U,GT3,T,Other,other,yes,yes,no,yes,yes,16,3,2,1,2,0,4,3,4,1,4,5,0,9
GP,F,U,GT3,T,other,other,no,no,no,yes,no,15,4,4,1,1,0,4,3,4,1,3,3,0,10
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,17,2,2,1,1,0,4,3,4,2,4,3,4,11
GP,F,R,LE3,T,at_home,teacher,no,no,no,yes,yes,16,2,3,1,2,0,4,4,4,2,2,5,0,15
GP,F,U,GT3,T,services,other,yes,no,yes,yes,yes,18,3,4,1,2,1,5,3,2,1,2,3,11,11
GP,F,U,GT3,T,other,other,yes,no,no,yes,yes,16,3,3,1,1,0,4,4,2,1,4,3,0,12
GP,F,R,LE3,T,other,other,yes,no,yes,yes,yes,18,2,4,1,1,0,3,2,4,1,1,5,3,14
GP,M,U,GT3,T,services,other,yes,yes,no,yes,yes,16,4,4,1,2,0,4,4,3,4,4,3,4,11
GP,M,R,GT3,T,services,services,no,yes,no,yes,yes,19,3,2,1,1,0,5,5,5,1,2,5,1,11
GP,M,U,GT3,T,other,other,no,no,yes,yes,yes,16,4,4,1,4,1,5,2,5,1,1,5,0,11
GP,F,R,GT3,T,teacher,at_home,no,no,no,yes,yes,16,1,3,1,2,0,5,3,5,1,1,3,4,10
GP,M,U,GT3,T,"teacher, internet is yes",other,no,no,no,yes,yes,15,3,4,2,2,0,5,3,3,1,2,5,3,14
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,17,2,2,1,2,0,3,2,2,1,1,4,0,12
GP,M,R,GT3,T,other,other,yes,yes,no,yes,yes,16,2,3,1,2,0,5,4,3,2,2,5,0,10
GP,F,U,GT3,T,other,services,yes,yes,yes,yes,yes,16,4,4,2,1,0,5,4,3,2,2,5,17,12
GP,F,U,LE3,T,other,other,yes,no,yes,yes,yes,15,2,2,2,1,0,4,1,4,1,1,4,9,12
GP,M,U,GT3,T,other,services,yes,no,yes,yes,no,16,2,2,1,2,0,4,4,3,2,2,5,4,11
GP,F,U,LE3,T,"teacher, goout is 4",services,yes,no,yes,yes,yes,17,3,2,2,1,0,5,3,4,1,2,5,0,13
GP,F,U,LE3,T,other,other,no,yes,no,yes,yes,17,3,2,1,2,0,3,3,4,1,2,3,6,10
GP,F,U,GT3,T,teacher,at_home,yes,yes,no,yes,yes,19,4,3,2,1,1,5,3,3,1,1,5,0,10
GP,M,U,LE3,T,other,other,yes,no,yes,yes,yes,17,2,2,1,1,0,5,3,2,2,2,2,22,10
GP,F,R,LE3,T,services,services,yes,no,no,yes,no,17,2,3,2,4,0,4,3,4,1,1,2,0,10
GP,F,U,GT3,T,other,at_home,yes,no,no,yes,no,16,3,4,1,1,0,3,2,4,1,2,5,0,14
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,17,3,2,1,2,0,4,2,4,1,1,4,3,14
GP,F,U,LE3,T,other,services,yes,yes,no,no,yes,16,4,4,1,2,0,4,3,5,1,1,5,0,10
GP,M,R,GT3,T,other,other,yes,yes,yes,yes,yes,17,2,2,2,2,0,3,4,4,1,2,5,0,10
GP,F,U,GT3,T,at_home,other,no,no,yes,yes,yes,16,4,4,1,2,0,4,3,3,1,1,5,0,10
GP,M,R,GT3,T,other,teacher,no,no,yes,yes,yes,16,4,4,1,2,0,3,4,3,1,1,4,2,10
GP,M,U,GT3,T,other,other,yes,no,no,no,yes,15,3,3,1,1,0,5,4,2,1,2,2,0,9
GP,M,U,GT3,T,other,services,yes,yes,yes,yes,yes,17,2,1,1,1,0,4,3,2,1,1,4,0,12
GP,F,U,GT3,T,at_home,other,yes,no,yes,yes,yes,16,2,3,1,2,0,4,2,4,1,2,3,0,8
GP,M,U,"LE3, address is R, famsup is no, traveltime is 1",T,other,"services, internet is yes, failures is 0",no,no,yes,yes,yes,18,3,3,1,2,0,5,3,4,1,1,5,0,17
GP,M,U,LE3,T,services,services,no,yes,no,yes,yes,15,2,2,1,2,0,5,3,4,1,1,3,1,10
GP,F,U,LE3,T,other,other,yes,yes,no,yes,no,15,4,2,1,2,1,4,2,2,1,1,5,0,16
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,16,3,4,1,1,0,4,3,4,1,1,4,0,16
GP,F,U,GT3,T,services,other,no,no,yes,yes,yes,18,2,2,1,2,0,4,5,2,1,1,5,1,6
GP,F,U,GT3,T,other,services,no,no,yes,yes,no,16,4,3,2,1,0,4,2,3,1,3,5,4,10
GP,M,U,GT3,A,services,other,yes,yes,no,yes,yes,15,3,4,1,1,0,4,4,2,1,2,3,1,13
GP,F,U,GT3,T,other,services,no,no,yes,yes,yes,16,2,2,1,2,0,4,3,3,1,2,4,5,13
GP,M,U,GT3,T,other,other,yes,no,no,yes,yes,17,2,2,1,2,0,4,4,3,2,3,4,0,13
GP,M,U,GT3,T,other,other,yes,no,no,no,yes,16,4,3,1,2,0,4,3,4,1,3,4,4,13
GP,M,U,GT3,T,other,services,yes,yes,no,yes,yes,15,2,1,2,1,0,3,4,4,1,1,4,0,13
MS,F,U,GT3,T,services,other,yes,no,no,yes,yes,17,3,4,1,1,0,5,4,5,1,3,3,0,12
GP,M,U,LE3,T,services,other,yes,yes,no,yes,yes,17,2,2,1,2,0,4,3,4,2,2,5,16,12
GP,M,U,LE3,T,services,services,yes,no,no,yes,yes,17,4,5,1,2,0,5,3,2,1,1,5,0,15
GP,F,U,GT3,T,other,other,no,no,no,yes,yes,17,1,1,1,2,0,4,3,3,1,2,5,5,11
GP,F,U,GT3,T,other,other,no,yes,no,yes,yes,16,2,1,1,1,4,3,2,3,1,2,4,0,10
GP,F,U,GT3,T,teacher,other,no,no,no,no,yes,17,3,3,1,2,0,5,2,3,1,1,3,0,12
GP,M,U,GT3,T,services,services,yes,yes,no,yes,yes,16,1,3,1,2,0,4,2,3,1,2,3,0,11
GP,F,R,GT3,T,services,services,no,yes,no,yes,no,18,4,4,2,1,0,4,2,5,1,2,5,0,11
GP,F,R,GT3,T,other,other,no,no,no,yes,yes,15,2,2,1,2,0,5,3,4,1,3,5,1,12
GP,F,U,GT3,T,teacher,other,yes,yes,yes,yes,no,18,3,3,2,1,0,5,5,2,1,1,2,0,13
GP,M,U,GT3,T,services,other,no,no,no,yes,yes,17,4,5,1,2,0,5,2,5,1,3,5,0,17
GP,F,U,GT3,T,services,other,no,no,no,yes,yes,16,2,3,1,2,0,5,1,2,1,1,1,17,10
GP,M,R,LE3,T,services,teacher,yes,no,no,yes,yes,17,1,1,1,2,0,4,5,5,1,1,5,0,11
GP,F,U,GT3,T,services,other,yes,yes,no,yes,yes,15,2,2,1,1,0,3,3,2,1,1,5,5,10
GP,M,U,GT3,T,other,other,no,yes,no,yes,yes,16,3,2,1,2,0,4,3,1,1,2,4,4,11
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,15,4,2,1,2,0,5,4,4,1,3,5,2,14
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,1,2,1,1,0,4,3,2,1,4,4,0,10
GP,F,U,LE3,T,other,other,yes,no,yes,yes,yes,17,4,4,1,2,0,4,4,4,1,1,1,7,10
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,16,2,2,1,1,0,4,3,3,1,1,4,4,12
GP,F,U,GT3,T,teacher,services,yes,yes,no,yes,yes,15,3,3,1,2,0,4,3,3,3,3,5,0,10
GP,M,U,LE3,T,other,other,no,no,yes,yes,no,16,3,2,1,1,0,4,4,5,1,1,5,0,15
GP,M,U,GT3,T,other,other,no,no,no,yes,no,15,4,2,1,2,0,3,2,4,1,5,4,0,11
GP,F,R,GT3,T,at_home,at_home,yes,no,no,yes,yes,16,2,2,1,4,1,4,3,5,1,1,5,4,15
GP,M,R,GT3,T,other,other,yes,yes,yes,yes,yes,17,1,1,2,2,0,4,3,2,1,1,3,0,9
GP,F,U,GT3,T,services,services,yes,yes,no,yes,yes,15,3,3,2,1,0,5,3,5,2,2,5,0,16
GP,M,U,GT3,T,services,service,yes,yes,yes,yes,yes,19,3,4,1,1,0,5,2,4,1,4,3,8,12
GP,F,U,GT3,T,other,other,yes,no,no,yes,yes,16,4,4,1,2,0,4,3,3,1,3,4,0,14
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,16,4,4,1,2,0,5,2,3,1,2,5,0,11
GP,M,U,GT3,T,other,other,no,no,no,yes,no,16,3,3,1,2,0,5,4,4,2,1,4,6,14
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,3,2,1,1,0,3,4,2,2,1,2,0,14
GP,M,U,GT3,T,at_home,other,yes,yes,no,yes,yes,16,1,1,3,2,0,4,2,3,1,1,5,9,14
GP,F,R,GT3,T,other,other,yes,yes,yes,yes,yes,16,4,2,2,1,0,3,3,3,1,1,5,0,12
GP,F,U,GT3,T,services,teacher,yes,no,no,yes,yes,18,2,2,2,2,0,3,3,2,1,1,5,0,13
GP,M,R,GT3,T,services,teacher,no,no,no,yes,yes,18,2,2,2,1,0,4,3,3,1,1,5,4,13
GP,F,U,LE3,T,other,at_home_activities,no,yes,yes,yes,yes,17,3,3,2,4,4,3,3,4,2,3,5,4,14
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,16,3,1,1,2,1,3,3,2,1,2,3,0,8
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,2,2,1,3,0,5,2,5,1,3,5,0,14
GP,M,U,GT3,T,other,other,no,yes,no,yes,yes,16,3,2,1,2,0,5,3,3,1,1,5,0,7
GP,M,U,GT3,T,at_home,services,no,no,yes,yes,yes,16,1,1,1,2,0,4,4,4,1,1,1,0,15
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,17,1,1,2,1,0,5,3,3,2,2,5,0,11
GP,M,U,GT3,T,other,other,no,no,yes,yes,yes,15,3,2,1,1,0,3,4,4,1,2,5,6,14
GP,M,U,GT3,T,services,services,no,yes,yes,yes,yes,16,1,1,2,2,0,6,4,4,1,1,5,0,11
GP,F,R,GT3,T,other,other,yes,no,no,yes,yes,17,1,1,1,2,0,3,3,4,1,1,5,15,11
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,16,2,2,1,3,0,4,3,3,1,1,5,13,9
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,15,4,4,1,2,0,3,4,3,2,3,4,4,8
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,16,2,2,1,2,0,5,3,4,1,1,5,29,11
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,16,4,4,1,3,0,4,2,4,1,1,5,0,9
GP,F,U,GT3,T,services,other,yes,no,no,yes,yes,17,2,2,3,1,0,4,2,3,1,1,5,22,14
GP,F,U,GT3,T,teacher,other,no,yes,no,yes,yes,16,1,1,2,1,0,5,4,4,1,2,4,0,12
GP,F,U,GT3,T,other,other,no,no,no,yes,yes,16,4,4,1,1,0,4,2,4,1,1,5,0,14
GP,F,R,LE3,T,other,other,yes,no,no,yes,yes,16,4,4,1,2,0,4,3,3,2,3,5,0,10
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,16,2,2,1,1,0,4,4,4,1,1,5,0,17
GP,F,U,GT3,T,at_home,other,yes,no,yes,yes,no,16,3,4,1,1,0,5,2,6,1,2,3,0,12
GP,M,U,GT3,T,other,services,yes,yes,yes,yes,yes,18,3,3,1,2,0,5,4,3,1,1,3,3,10
GP,F,"U, failures is 1","LE3, address is U, studytime is 2",T,"services, Medu is 1, traveltime is 1","services, activities is no",yes,no,yes,yes,yes,17,1,2,1,2,0,4,4,4,1,1,3,0,0
GP,M,U,GT3,T,other,other,no,yes,yes,yes,yes,15,2,2,1,1,0,4,1,4,1,1,5,12,11
GP,M,R,LE3,T,services,other,yes,yes,yes,yes,no,18,3,1,1,2,0,4,3,4,1,1,5,2,12
GP,F,U,GT3,T,other,services,yes,no,no,yes,yes,15,3,2,1,1,0,5,3,3,1,1,5,0,18
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,15,3,2,1,2,0,3,4,4,1,1,4,0,0
GP,M,U,GT3,T,other,services,no,no,no,yes,yes,17,2,2,1,1,0,5,2,3,2,2,7,0,11
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,17,3,3,1,2,0,5,3,3,1,1,5,0,10
GP,M,U,LE3,T,services,services,yes,no,no,yes,yes,16,3,4,2,1,0,3,3,3,1,1,5,0,11
GP,F,U,LE3,T,other,other,no,no,yes,yes,yes,15,2,5,1,1,2,5,4,4,2,4,5,0,10
GP,F,U,GT3,T,"service, absences is 5",at_home,no,yes,no,yes,yes,16,4,3,2,1,0,4,3,4,1,2,5,9,12
GP,M,U,LE3,T,other,other,yes,no,yes,yes,yes,18,3,1,1,1,0,5,4,3,1,2,5,0,14
GP,F,U,LE3,T,other,other,yes,no,no,yes,yes,17,4,4,1,1,0,5,5,2,1,1,4,5,10
GP,M,R,GT3,T,services,other,yes,no,yes,yes,yes,19,2,3,1,1,0,5,3,2,1,2,5,0,12
GP,F,U,LE3,T,other,other,no,no,no,yes,yes,18,4,4,1,1,0,4,3,3,1,2,5,0,11
GP,F,U,GT3,T,services,teacher,yes,yes,yes,yes,yes,17,4,3,2,2,0,4,4,2,1,2,4,0,11
GP,F,U,GT3,T,other,other,no,yes,no,yes,yes,17,2,2,1,1,0,5,2,4,1,1,1,3,12
GP,M,U,LE3,T,other,services,no,no,no,yes,no,16,2,2,1,1,0,3,3,4,1,1,5,2,10
GP,F,U,GT3,T,services,other,yes,no,no,yes,no,16,2,1,1,2,0,5,4,2,2,3,3,0,11
GP,F,U,GT3,T,other,other,yes,yes,yes,yes,yes,17,4,4,2,1,0,3,4,4,1,1,5,3,11
GP,M,R,GT3,T,services,services,no,no,no,yes,yes,16,2,3,2,2,0,4,3,3,1,1,3,7,11
GP,F,U,GT3,T,"services, absences is 2","other, traveltime is 1",yes,yes,yes,yes,yes,15,2,2,1,2,0,4,4,3,1,4,1,0,12
GP,F,U,LE3,T,services,services,no,no,yes,yes,yes,16,2,2,1,1,0,4,3,5,1,2,5,4,12
GP,M,U,GT3,T,at_home,other,yes,No,yes,yes,yes,18,2,3,1,1,1,4,4,1,1,1,4,3,14
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,17,3,3,2,2,0,3,3,3,1,2,5,0,10
GP,F,R,GT3,T,teacher,other,no,yes,yes,yes,yes,18,3,2,1,1,0,4,5,2,2,2,5,0,8
GP,M,U,LE3,T,"services, freetime is 3","services, famsup is yes",yes,no,no,yes,no,15,2,2,2,1,0,3,2,2,1,2,2,0,12
GP,F,U,GT3,T,health,other,no,yes,yes,yes,no,15,3,2,1,2,0,3,4,3,2,5,4,3,11
GP,F,U,GT3,T,health,teacher,yes,no,yes,yes,yes,17,2,2,1,1,0,2,3,4,1,2,4,3,14
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,16,4,3,2,2,0,5,4,4,1,1,5,3,0
GP,M,U,GT3,T,other,other,yes,yes,yes,yes,yes,16,4,2,1,1,0,4,3,4,1,2,4,1,12
GP,M,U,GT3,T,services,other,yes,yes,yes,yes,yes,17,2,2,1,2,0,5,4,4,1,2,5,0,13
GP,F,U,LE3,T,services,services,yes,no,yes,yes,yes,17,1,4,2,3,0,4,2,3,1,1,5,0,9
GP,M,U,GT3,T,at_home,other,yes,yes,no,yes,yes,18,5,4,1,1,0,5,5,5,1,1,2,1,15
GP,F,U,GT3,T,health,other,yes,no,yes,yes,yes,17,4,4,2,2,0,4,3,2,1,1,5,8,7
GP,M,R,GT3,T,other,other,yes,no,no,yes,yes,16,4,3,1,2,0,4,3,4,2,2,1,12,12
GP,M,U,GT3,T,other,other,yes,no,yes,yes,yes,18,2,1,1,1,0,4,2,4,1,1,5,0,14
