school,sex,address,famsize,Pstatus,Mjob,Fjob,famsup,paid,activities,higher,internet,age,Medu,Fedu,traveltime,studytime,failures,famrel,freetime,goout,Dalc,Walc,health,absences,G3
GP,M,U,GT3,T,at_home,at_home,no,no,no,yes,yes,18,1,1,1,2,1,4,3,3,1,1,3,3,10
MS,F,U,GT3,T,at_home,at_home,no,no,no,yes,yes,17,3,3,1,2,0,4,3,2,1,1,2,24,10
MS,M,U,GT3,T,at_home,other,yes,yes,no,yes,yes,16,3,3,1,2,0,3,3,3,1,2,5,2,8
GP,M,U,GT3,T,at_home,services,yes,yes,yes,yes,yes,16,2,2,1,2,0,4,3,2,1,2,3,0,12
GP,M,R,GT3,T,at_home,other,yes,yes,yes,yes,yes,17,2,2,1,2,0,4,3,3,1,3,5,6,10
GP,F,U,GT3,T,services,at_home,no,no,no,yes,yes,17,4,3,1,4,0,4,3,3,2,1,1,0,0
GP,M,R,GT3,T,at_home,services,yes,no,no,yes,no,17,3,2,2,2,0,5,4,3,2,4,5,0,0
GP,F,U,GT3,T,other,at_home,no,yes,yes,yes,yes,17,4,3,1,2,0,3,3,3,1,1,3,4,7
GP,F,R,GT3,T,at_home,other,yes,no,no,yes,yes,17,4,2,1,2,0,4,3,2,1,3,5,0,8
MS,M,U,GT3,T,other,other,yes,no,no,yes,yes,18,1,1,1,1,0,4,5,5,1,1,5,6,14
GP,F,U,GT3,T,at_home,other,yes,no,no,yes,yes,18,1,1,1,2,0,5,3,3,1,1,4,0,9
GP,M,U,LE3,T,other,other,yes,yes,yes,yes,yes,18,4,1,1,3,0,5,3,3,1,3,3,16,17
MS,F,U,LE3,T,at_home,at_home,yes,yes,yes,yes,yes,18,3,2,1,1,0,3,5,4,2,4,5,4,12
GP,F,U,GT3,T,other,other,yes,no,yes,yes,yes,18,3,4,1,2,0,4,2,4,1,3,2,2,18
GP,F,R,GT3,T,other,other,no,no,no,yes,yes,16,1,1,1,2,0,4,3,3,1,1,5,4,9
GP,M,U,LE3,T,at_home,other,yes,no,no,yes,yes,17,4,4,2,2,0,5,2,2,1,1,3,4,10
MS,M,U,GT3,T,at_home,at_home,no,no,no,no,no,15,1,1,1,1,0,4,3,3,2,2,5,6,9
GP,M,U,GT3,T,at_home,other,yes,no,no,yes,yes,18,1,1,3,1,0,4,1,3,1,1,3,12,10
GP,F,U,GT3,T,at_home,at_home,yes,yes,no,yes,yes,16,3,3,1,3,0,4,5,3,1,4,4,8,14
MS,F,U,GT3,T,at_home,other,yes,no,no,yes,yes,15,2,2,1,2,0,3,4,3,2,4,1,2,11
GP,M,U,LE3,T,at_home,at_home,yes,no,yes,yes,no,17,3,4,1,3,0,4,3,2,1,2,5,4,8
MS,F,U,GT3,T,services,at_home,yes,no,no,yes,yes,19,4,2,1,1,0,4,3,2,1,3,4,6,13
GP,M,R,GT3,T,services,at_home,yes,yes,no,yes,yes,15,3,3,1,2,0,4,3,2,1,1,2,0,16
GP,F,U,GT3,T,services,other,yes,no,no,yes,yes,17,2,2,2,3,4,4,3,3,1,1,5,0,12
GP,M,R,LE3,T,at_home,other,yes,yes,no,yes,yes,18,4,1,1,2,0,4,5,4,1,1,5,0,11
GP,M,U,GT3,T,services,services,yes,no,no,yes,no,17,4,1,1,2,0,4,4,3,1,1,4,0,19
GP,F,R,GT3,T,at_home,other,no,no,no,yes,yes,18,4,4,1,2,0,5,5,4,1,1,3,6,10
GP,M,U,GT3,T,at_home,services,yes,yes,yes,yes,yes,17,4,3,1,3,0,3,3,4,1,1,5,0,14
GP,F,U,GT3,T,other,services,yes,yes,yes,yes,yes,17,4,4,2,1,0,4,4,5,1,1,3,4,10
GP,F,U,GT3,T,at_home,at_home,no,no,no,yes,no,16,2,1,1,2,0,4,3,3,1,1,3,4,0
GP,M,U,GT3,T,other,other,no,no,yes,yes,yes,16,4,2,2,2,0,4,4,5,1,1,5,0,14
GP,F,R,GT3,T,at_home,at_home,yes,yes,no,yes,yes,16,4,4,1,3,0,4,4,3,1,3,3,8,14
GP,M,U,LE3,T,other,at_home,no,no,no,yes,yes,17,2,4,2,2,1,4,5,5,2,3,5,0,10
GP,M,U,GT3,T,at_home,at_home,yes,no,no,yes,yes,17,2,2,1,2,0,3,4,3,1,4,3,2,12
GP,F,U,LE3,T,other,teacher,no,yes,yes,yes,no,17,4,2,1,2,0,4,4,4,1,2,3,0,9
GP,M,U,GT3,T,at_home,other,no,no,yes,no,yes,17,4,4,1,2,0,4,3,2,1,1,5,0,0
GP,M,U,GT3,T,at_home,services,no,no,no,yes,yes,17,3,2,1,2,1,5,3,3,1,1,3,0,9
GP,M,U,LE3,T,services,at_home,yes,no,no,yes,yes,17,2,2,1,2,0,4,2,3,1,1,3,4,11
MS,M,U,GT3,T,services,at_home,no,no,no,yes,yes,17,3,4,1,1,0,4,2,2,1,1,5,14,12
GP,M,U,GT3,T,at_home,other,yes,no,no,yes,yes,17,1,1,1,2,0,5,3,3,1,2,5,4,13
GP,M,U,GT3,T,other,other,yes,no,no,yes,yes,16,4,4,1,2,0,4,4,3,2,3,5,4,0
GP,F,U,GT3,T,at_home,other,yes,no,no,yes,no,18,4,1,1,1,0,4,3,4,4,4,3,0,13
GP,F,U,LE3,T,at_home,other,yes,no,no,yes,yes,16,2,2,1,2,0,4,3,3,1,1,5,4,8
MS,F,U,GT3,T,at_home,at_home,no,no,no,yes,yes,17,2,2,2,2,0,3,3,4,1,1,5,6,13
GP,F,U,GT3,T,at_home,other,yes,no,no,yes,yes,18,4,4,1,2,0,3,3,3,1,1,5,12,10
GP,F,U,GT3,T,services,at_home,yes,no,yes,yes,yes,16,3,1,1,2,1,4,3,3,2,3,4,0,10
GP,M,R,LE3,T,at_home,other,yes,yes,yes,yes,yes,16,3,4,1,3,1,4,4,4,1,1,5,4,0
GP,F,U,GT3,T,at_home,other,yes,yes,no,yes,yes,18,4,4,1,2,0,4,3,2,1,1,1,10,13
MS,M,U,GT3,T,at_home,other,yes,no,yes,yes,yes,18,1,1,1,1,0,5,3,3,1,3,4,0,10
GP,M,U,GT3,T,other,services,no,no,no,yes,yes,17,4,4,1,3,0,3,1,3,2,3,4,0,12
GP,F,U,GT3,T,at_home,at_home,no,no,no,yes,no,16,3,1,1,2,0,4,3,2,1,1,5,0,7
GP,M,U,LE3,T,at_home,other,yes,yes,no,yes,yes,16,3,2,2,1,0,4,3,3,1,3,5,4,9
GP,M,U,GT3,T,at_home,other,no,no,no,yes,yes,15,1,1,1,1,0,4,3,3,1,1,1,2,6
GP,M,R,LE3,T,at_home,at_home,no,no,no,yes,no,16,2,2,1,3,0,3,4,3,1,2,5,4,6
GP,F,U,GT3,T,other,other,yes,no,no,yes,yes,18,2,1,1,2,0,4,4,4,1,2,5,2,8
GP,M,U,GT3,T,at_home,at_home,yes,no,no,no,yes,17,1,2,1,2,0,5,3,3,1,3,3,4,14
GP,F,U,GT3,T,at_home,other,no,no,no,yes,yes,17,2,2,1,3,0,5,2,3,2,1,3,4,13
MS,F,U,GT3,T,other,other,yes,no,no,yes,yes,18,1,1,2,2,0,4,3,2,1,1,4,0,11
GP,F,U,GT3,A,at_home,at_home,yes,no,yes,yes,yes,17,1,1,1,1,0,4,5,5,1,1,1,0,9
GP,M,U,GT3,T,other,at_home,no,yes,no,yes,no,18,2,3,1,1,0,4,5,5,1,1,5,0,10
GP,F,R,GT3,T,at_home,at_home,yes,yes,yes,yes,yes,19,3,3,2,2,0,4,4,4,2,4,2,0,12
GP,F,R,LE3,T,other,at_home,no,yes,no,yes,no,17,2,3,1,2,0,4,2,3,1,3,5,0,10
GP,M,U,GT3,A,teacher,services,yes,yes,yes,yes,yes,18,3,3,2,1,0,4,3,2,1,1,3,6,10
GP,M,U,GT3,T,at_home,other,yes,no,yes,yes,yes,18,4,3,1,3,0,4,3,3,1,3,5,0,9
GP,F,U,GT3,T,at_home,other,yes,yes,yes,yes,no,18,3,1,1,2,0,4,4,4,1,1,3,2,15
GP,M,U,GT3,T,at_home,services,yes,yes,yes,yes,yes,15,4,4,1,2,0,4,4,3,1,1,5,4,10
GP,F,R,GT3,T,at_home,health,yes,yes,yes,yes,yes,16,4,3,2,2,0,4,3,2,1,3,3,6,12
GP,F,U,LE3,T,at_home,other,yes,no,yes,yes,yes,17,4,4,1,3,0,4,4,3,1,1,5,18,8
GP,F,U,LE3,T,at_home,services,yes,no,yes,yes,yes,18,1,1,1,2,0,3,3,3,1,2,3,4,10
GP,F,U,GT3,T,at_home,services,yes,no,no,yes,yes,15,4,4,2,2,0,4,3,5,1,2,5,0,10
GP,M,U,GT3,T,other,other,yes,yes,no,yes,yes,18,2,1,1,2,0,3,3,4,4,4,1,4,0
MS,F,R,GT3,T,at_home,at_home,yes,yes,yes,yes,yes,18,4,4,1,2,0,5,3,3,1,1,5,2,9
GP,F,U,GT3,T,at_home,at_home,yes,yes,yes,yes,no,18,2,2,2,2,0,3,3,3,1,3,5,2,12
MS,F,U,GT3,T,at_home,other,no,yes,no,yes,yes,17,4,4,1,2,0,4,3,3,1,4,3,2,9
GP,F,U,GT3,T,at_home,other,yes,no,no,yes,yes,17,2,2,1,2,0,4,4,4,1,4,2,1,0
GP,M,U,GT3,T,at_home,at_home,yes,yes,yes,yes,yes,17,4,3,1,3,0,4,3,4,1,4,4,6,12
GP,F,U,LE3,T,at_home,at_home,no,no,no,yes,yes,16,3,3,1,2,0,3,3,3,1,1,3,1,11
GP,F,R,GT3,T,other,other,yes,yes,no,yes,no,16,2,1,1,2,0,3,3,3,1,4,3,0,12
GP,F,U,GT3,T,at_home,services,yes,yes,no,yes,yes,18,4,4,1,2,0,4,4,4,1,3,5,0,0
GP,F,U,GT3,T,at_home,other,yes,yes,no,yes,no,17,2,2,1,2,0,4,3,2,2,1,2,0,10
GP,F,U,GT3,T,teacher,other,no,no,no,yes,yes,16,4,3,1,2,0,5,3,3,1,3,5,22,13
GP,F,U,GT3,T,at_home,other,no,no,no,yes,no,16,4,4,2,2,2,4,4,4,1,1,5,0,18
GP,F,R,LE3,T,at_home,at_home,yes,yes,yes,yes,yes,17,3,2,1,2,0,4,5,5,1,1,5,0,15
GP,F,U,LE3,T,at_home,services,yes,yes,yes,yes,yes,16,4,4,1,2,0,5,3,2,2,2,2,2,10
GP,M,U,GT3,T,services,services,yes,no,no,yes,yes,17,4,4,1,2,0,4,4,5,3,3,5,8,10
GP,M,R,GT3,T,at_home,services,no,no,no,yes,yes,15,4,4,1,2,0,4,3,4,1,1,5,5,14
GP,M,U,GT3,T,at_home,services,yes,yes,yes,yes,yes,16,4,4,1,2,0,3,3,3,1,1,5,20,15
GP,F,U,GT3,T,at_home,other,no,no,yes,yes,no,15,3,3,1,2,0,5,3,4,1,3,5,0,10
GP,F,U,GT3,T,at_home,services,yes,yes,no,yes,yes,17,1,3,1,2,0,4,3,4,2,3,4,0,12
GP,M,R,GT3,T,at_home,at_home,yes,no,yes,yes,no,17,3,2,1,2,1,4,3,3,1,3,5,3,10
GP,F,U,GT3,T,at_home,other,no,no,yes,yes,yes,19,4,4,1,2,0,3,3,3,2,1,3,4,10
GP,M,U,GT3,T,at_home,at_home,no,no,no,yes,yes,15,1,1,1,1,0,3,3,3,1,1,5,2,9
GP,F,R,GT3,T,at_home,at_home,yes,no,no,no,yes,16,3,1,1,2,0,4,2,4,1,1,5,0,10
MS,F,U,GT3,T,at_home,services,no,yes,no,yes,no,17,1,1,1,2,1,5,3,3,1,4,5,6,14
GP,F,U,GT3,T,at_home,other,yes,yes,no,yes,yes,17,4,4,2,2,0,4,3,2,1,2,5,0,0
MS,F,R,GT3,T,at_home,other,no,yes,yes,yes,yes,17,4,3,1,2,0,3,5,5,2,4,5,0,13
GP,F,U,LE3,T,services,at_home,yes,yes,yes,yes,yes,18,2,2,1,2,1,4,3,2,1,1,5,5,10
GP,F,R,GT3,T,other,other,no,no,no,yes,yes,18,4,4,1,2,0,4,4,4,1,1,5,2,15
GP,F,R,GT3,T,at_home,other,yes,no,no,yes,yes,18,1,2,1,2,0,5,5,5,2,3,3,2,11
GP,M,U,LE3,T,at_home,other,no,no,no,yes,yes,19,4,3,1,2,0,4,4,3,1,3,3,0,10
GP,F,U,GT3,T,at_home,other,no,no,no,yes,yes,19,4,4,2,2,0,4,3,3,1,1,3,0,10
GP,F,U,GT3,T,at_home,at_home,no,no,yes,yes,no,17,4,4,1,2,0,4,3,5,1,1,2,4,0
MS,F,R,GT3,T,health,other,yes,yes,no,yes,yes,17,1,1,1,3,0,5,3,3,1,1,1,0,7
GP,F,U,LE3,T,other,at_home,yes,no,yes,yes,yes,17,4,4,1,1,0,4,2,5,1,1,3,0,11
GP,F,U,GT3,T,at_home,other,yes,no,no,yes,yes,18,2,2,1,2,1,4,3,2,1,1,5,4,8
GP,F,U,GT3,T,at_home,at_home,yes,no,yes,yes,yes,17,2,1,1,3,0,5,2,5,2,1,5,0,19
GP,F,U,LE3,T,at_home,other,no,no,no,yes,yes,15,3,2,1,2,0,4,3,3,1,2,5,6,10
GP,F,U,GT3,T,at_home,at_home,yes,yes,yes,yes,yes,17,4,3,1,2,0,4,2,2,2,1,3,0,10
GP,F,U,GT3,T,at_home,at_home,no,no,no,yes,yes,18,1,1,1,2,0,4,3,2,1,1,5,0,9
GP,F,R,GT3,T,at_home,other,yes,no,no,yes,yes,17,2,2,1,2,0,1,3,3,1,3,4,6,9
GP,M,U,LE3,T,other,at_home,no,no,yes,yes,no,16,3,3,1,2,0,4,4,4,1,2,3,0,17
GP,M,U,LE3,T,other,services,yes,yes,no,yes,yes,17,3,3,1,3,0,3,3,3,1,2,3,2,10
GP,M,R,GT3,T,services,other,yes,yes,yes,yes,yes,18,4,4,1,2,0,5,4,4,1,1,3,2,10
GP,F,U,GT3,T,teacher,services,no,no,no,yes,yes,17,4,3,2,2,0,5,3,3,1,1,3,2,0
GP,M,U,GT3,T,at_home,at_home,no,no,no,yes,no,17,1,1,1,2,0,5,3,2,1,2,3,2,0
GP,F,R,GT3,T,services,services,yes,yes,no,yes,yes,17,2,1,2,1,0,5,3,4,1,3,5,0,10
GP,M,U,GT3,T,at_home,other,yes,no,no,yes,yes,16,2,2,1,2,0,4,4,4,1,1,1,0,9
GP,F,U,GT3,T,other,services,yes,no,yes,no,yes,17,3,3,1,1,0,5,2,3,1,1,5,0,0
GP,M,U,GT3,T,other,other,no,no,no,yes,yes,16,4,3,1,3,0,4,3,3,1,3,2,0,10
GP,F,U,GT3,T,teacher,teacher,yes,no,yes,yes,yes,17,3,3,1,1,0,4,3,3,1,1,5,0,13
GP,F,R,GT3,T,at_home,other,no,no,yes,yes,yes,17,3,4,1,2,0,4,3,3,2,4,5,2,10
MS,F,U,GT3,T,at_home,other,no,no,no,yes,yes,17,4,3,1,2,0,3,4,4,1,1,3,6,8
GP,M,R,LE3,T,other,at_home,yes,yes,no,yes,no,19,2,2,1,2,0,3,2,2,1,1,5,10,9
GP,M,U,GT3,T,other,at_home,no,no,no,yes,yes,16,3,3,1,2,0,4,3,3,1,1,3,2,12
GP,F,U,GT3,T,at_home,at_home,yes,no,yes,yes,yes,16,3,2,1,3,0,4,3,3,1,2,5,0,14
MS,M,U,LE3,T,at_home,at_home,yes,no,yes,yes,yes,15,4,3,1,2,0,4,3,3,1,1,4,4,10
MS,F,U,GT3,T,services,other,yes,yes,yes,yes,yes,17,4,4,1,2,0,4,3,3,1,2,1,0,9
GP,F,U,GT3,T,at_home,other,no,no,no,yes,yes,17,3,3,1,2,0,3,4,2,1,3,1,4,10
GP,M,U,GT3,T,services,other,yes,no,yes,yes,yes,16,4,4,1,1,0,4,4,4,1,1,5,0,11
GP,M,U,GT3,T,at_home,teacher,yes,no,yes,yes,no,19,2,2,1,3,0,3,3,3,1,4,5,0,19
GP,M,R,GT3,T,at_home,at_home,yes,no,yes,yes,yes,19,3,2,1,1,0,4,3,3,1,1,3,6,10
GP,M,U,GT3,T,at_home,at_home,no,no,no,yes,yes,17,2,2,1,2,0,4,3,3,1,1,5,2,10
GP,F,U,LE3,T,other,services,no,no,no,yes,yes,17,2,2,1,1,0,5,3,2,1,1,3,0,11
GP,F,U,GT3,T,at_home,other,no,yes,yes,yes,yes,19,4,4,1,2,0,4,4,4,1,1,5,2,11
GP,F,U,LE3,T,at_home,other,no,yes,yes,yes,yes,18,3,3,1,2,0,4,3,3,1,3,3,2,10
GP,F,R,LE3,T,at_home,services,no,no,no,yes,yes,16,4,4,1,1,0,4,4,4,3,4,5,0,6
GP,M,U,GT3,T,at_home,other,no,yes,yes,yes,yes,16,3,2,1,3,1,4,1,2,1,1,5,3,10
GP,F,U,GT3,T,other,at_home,yes,no,yes,yes,yes,18,1,1,2,1,0,5,3,3,1,3,3,0,9
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,17,3,4,1,2,0,4,3,3,2,1,3,6,15
GP,M,U,GT3,T,at_home,at_home,no,no,yes,yes,yes,17,2,2,1,3,0,3,3,1,1,1,3,0,0
GP,F,U,LE3,T,services,services,yes,no,no,yes,yes,16,3,3,2,3,0,5,3,3,1,1,3,6,10
GP,F,U,GT3,T,other,at_home,no,no,yes,yes,no,15,2,2,1,2,0,4,3,2,1,1,5,4,0
GP,M,U,LE3,T,at_home,other,yes,no,yes,yes,yes,16,3,2,1,2,0,5,4,3,1,3,3,2,10
MS,M,R,GT3,T,at_home,services,no,no,no,yes,yes,17,4,4,1,2,0,5,4,2,1,1,5,1,12
GP,F,U,LE3,T,at_home,at_home,yes,no,no,yes,yes,16,2,2,1,1,0,4,2,2,2,2,5,2,10
GP,F,U,GT3,T,other,services,no,no,yes,no,yes,15,4,3,2,2,1,4,4,3,1,2,5,6,13
GP,M,U,GT3,T,services,other,yes,no,no,yes,yes,18,3,3,1,2,0,3,3,3,1,1,3,3,16
MS,M,U,GT3,T,at_home,at_home,yes,no,no,yes,yes,17,4,4,4,1,0,4,4,3,1,1,3,2,9
GP,F,U,GT3,T,services,other,yes,no,yes,yes,yes,16,2,4,2,1,0,5,3,3,1,2,3,2,10
GP,F,U,GT3,T,at_home,at_home,no,no,no,yes,yes,17,4,4,1,2,0,4,4,4,1,1,2,2,0
GP,M,U,LE3,T,services,services,no,no,no,yes,no,18,4,3,1,2,0,5,3,3,2,4,3,10,10
GP,M,U,GT3,T,at_home,at_home,no,no,yes,yes,yes,19,2,3,1,2,0,4,4,3,1,3,3,2,8
GP,M,U,GT3,T,at_home,at_home,yes,no,no,yes,yes,17,1,1,2,2,0,3,4,4,1,1,5,2,10
GP,F,U,LE3,T,at_home,other,yes,no,yes,yes,yes,16,4,4,1,3,1,3,5,5,1,1,5,4,10
GP,F,U,GT3,T,services,other,no,no,no,yes,yes,17,3,3,1,1,0,4,3,3,1,1,4,0,8
GP,F,U,GT3,T,services,other,yes,yes,yes,yes,yes,16,2,3,2,2,0,4,3,4,1,1,3,0,13
GP,F,U,GT3,T,other,other,yes,no,no,yes,yes,16,2,1,1,2,0,3,3,4,2,4,3,0,11
GP,F,R,GT3,T,other,other,yes,no,no,yes,yes,17,3,3,1,2,0,3,3,3,1,2,3,6,13
GP,M,U,GT3,T,at_home,other,no,no,yes,yes,yes,17,3,3,1,2,0,4,3,3,1,1,3,2,12
MS,M,R,GT3,T,at_home,at_home,no,no,no,yes,yes,17,4,4,1,2,0,4,4,3,1,1,3,0,11
GP,F,U,GT3,T,at_home,services,yes,no,yes,yes,no,17,3,2,1,2,0,5,3,3,1,3,3,0,9
GP,F,R,GT3,T,other,services,yes,no,yes,yes,yes,15,2,2,1,1,0,4,3,4,1,3,3,10,10
GP,F,U,GT3,T,other,other,yes,yes,no,yes,yes,17,3,2,2,2,0,4,3,3,1,1,5,6,11
GP,M,U,GT3,T,at_home,services,yes,no,no,yes,yes,15,0,1,1,2,0,3,4,2,1,1,1,2,0
GP,F,R,GT3,T,services,other,yes,yes,yes,yes,yes,18,2,1,1,2,0,4,3,3,1,1,2,0,15
GP,F,U,GT3,T,teacher,services,yes,no,no,yes,no,17,3,2,2,3,0,5,3,3,1,1,4,4,11
GP,M,U,LE3,T,at_home,at_home,yes,yes,no,yes,no,17,3,4,1,3,0,4,3,3,1,1,5,0,11
GP,M,U,GT3,A,services,at_home,no,no,no,yes,no,18,4,3,1,2,0,4,3,3,1,2,3,2,12
GP,F,U,GT3,T,at_home,services,yes,no,yes,yes,yes,16,3,2,1,2,0,4,3,3,1,1,1,3,0
MS,F,U,GT3,T,at_home,at_home,no,no,no,yes,yes,17,4,4,1,2,0,4,5,5,1,1,3,2,10
MS,F,U,GT3,T,teacher,at_home,no,no,no,yes,yes,18,2,3,2,1,0,4,3,3,1,1,5,2,12
GP,F,U,GT3,T,at_home,other,no,no,no,yes,yes,17,3,1,1,2,0,5,4,5,1,2,5,0,0
GP,F,U,GT3,T,at_home,at_home,no,no,yes,yes,yes,16,2,2,2,2,0,4,3,3,1,1,3,6,9
GP,M,U,GT3,T,at_home,other,yes,no,no,yes,yes,17,2,3,1,2,0,4,3,3,1,3,3,0,10
GP,M,U,GT3,T,at_home,other,yes,no,no,yes,yes,18,2,2,1,2,0,4,5,2,1,1,3,8,0
GP,F,U,GT3,T,teacher,services,yes,yes,yes,yes,yes,17,1,1,2,2,0,4,3,3,1,1,4,10,13
GP,M,U,LE3,T,at_home,other,no,no,no,yes,yes,18,1,1,1,2,0,3,3,3,1,3,4,0,12
GP,F,U,GT3,T,at_home,other,yes,yes,yes,yes,yes,16,3,3,1,2,0,4,4,4,1,1,5,0,19
GP,M,U,GT3,T,at_home,services,yes,no,yes,yes,yes,19,3,4,1,1,0,4,3,3,1,1,3,0,11
GP,M,R,GT3,T,at_home,at_home,yes,yes,yes,yes,yes,16,3,3,2,2,0,4,3,5,5,5,3,0,12
GP,M,R,GT3,T,at_home,other,yes,yes,yes,yes,no,17,3,3,2,3,0,4,3,3,1,1,1,2,10
GP,F,U,GT3,T,at_home,at_home,yes,yes,no,yes,yes,17,4,4,1,1,0,3,3,5,2,4,3,5,11
MS,F,R,LE3,T,at_home,at_home,yes,yes,no,yes,yes,17,3,3,2,1,0,3,3,3,3,3,2,8,13
GP,F,U,LE3,T,at_home,other,yes,no,no,yes,yes,16,2,2,1,2,0,4,3,4,2,4,2,6,0
GP,F,U,GT3,T,services,at_home,no,no,no,yes,yes,17,4,4,1,2,0,4,3,3,1,1,3,8,12
GP,M,R,GT3,T,services,at_home,yes,yes,no,yes,yes,18,3,1,1,2,0,4,3,3,1,4,1,4,0
GP,M,U,GT3,T,at_home,other,no,no,yes,yes,yes,16,2,2,1,2,0,4,3,2,1,3,5,0,11
GP,F,U,GT3,T,at_home,services,no,yes,no,yes,yes,18,2,2,1,3,0,4,3,3,1,2,5,6,11
GP,F,U,GT3,T,at_home,at_home,no,no,no,yes,yes,15,2,2,1,3,0,4,4,4,2,2,5,0,0
GP,M,U,GT3,T,at_home,services,yes,no,no,yes,yes,17,2,1,1,2,0,4,4,2,2,2,3,0,8
